Gender,Major,Program,GPA
Male,MS,ECE,7.163658743009236
Male,MS,CHD,7.311890338291049
Female,B.Tech,CSE,8.73120351390243
Male,B.Tech,CSE,8.587243187366669
Male,B.Tech,CND,5.811547776167176
Male,MS,CSE,8.05129887301047
Male,PhD,CND,8.4116507354269
Other,MS,ECE,8.67104440831922
Male,PhD,ECE,7.567011705035484
Male,B.Tech,CHD,6.290390127947393
Male,B.Tech,CSE,6.247056375075212
Male,B.Tech,ECE,4.932879913339772
Female,B.Tech,CSE,6.913991859090039
Male,MS,CSE,9.255572383875638
Female,B.Tech,CSE,6.161096501607344
Male,B.Tech,CHD,6.871105934926409
Female,B.Tech,ECE,6.750685608948079
Male,B.Tech,ECE,6.126066085100911
Male,B.Tech,CHD,4.819447570734253
Male,MS,CSE,7.548458152734882
Male,B.Tech,ECE,7.845789292869889
Female,B.Tech,CSE,10.0
Female,B.Tech,CSE,7.91183602231762
Female,B.Tech,CND,7.978003283837411
Male,MS,ECE,7.713658710897354
Male,PhD,CSE,7.652314855368457
Male,B.Tech,ECE,7.161408520681897
Male,B.Tech,CND,5.703959059468298
Male,B.Tech,CHD,7.737975048081542
Male,B.Tech,CSE,7.017940274618662
Male,B.Tech,ECE,7.313609649056389
Male,MS,CND,7.70682655023003
Female,PhD,CND,7.457827654515281
Male,B.Tech,CND,7.17612217934787
Male,B.Tech,CND,5.80765747503477
Male,B.Tech,ECE,7.3766256149903535
Male,B.Tech,CSE,6.113718168408554
Male,B.Tech,CSE,6.584502929575551
Male,MS,CSE,6.742426402720387
Male,B.Tech,CSE,5.1139693213745385
Female,B.Tech,ECE,6.787566253725608
Female,B.Tech,ECE,6.350788294720365
Male,PhD,CND,8.759024898610882
Male,B.Tech,CSE,6.538135979635156
Male,B.Tech,CSE,6.2247778140368615
Male,B.Tech,CND,7.886447066369604
Female,B.Tech,CSE,6.808447569840046
Male,B.Tech,ECE,7.240365323398325
Male,B.Tech,CND,5.926355245072916
Female,B.Tech,CSE,7.880314929353447
Male,B.Tech,CSE,6.312313599478635
Female,B.Tech,CSE,7.275703004639537
Male,B.Tech,ECE,6.60683579098662
Female,B.Tech,CSE,8.022300639130284
Male,B.Tech,CSE,8.18977103203329
Male,B.Tech,CSE,6.267314096590553
Male,B.Tech,CSE,8.096245306364327
Male,MS,CND,8.218798205881336
Male,B.Tech,ECE,7.921599007249161
Female,PhD,CND,7.498261058316473
Male,B.Tech,CHD,6.818546127224551
Male,B.Tech,CSE,7.793710754650893
Male,B.Tech,ECE,7.752201715689727
Male,MS,CHD,8.357913741774102
Male,MS,CHD,8.747168068525397
Male,PhD,CSE,8.73225408972665
Male,PhD,CND,7.964875578262865
Female,PhD,CHD,7.685590222686427
Female,B.Tech,CSE,7.79341007925581
Female,B.Tech,CSE,7.321176303348338
Male,B.Tech,CSE,7.790461187787105
Female,B.Tech,CSE,7.0147375791067725
Male,B.Tech,CND,5.3282311139
Male,B.Tech,CSE,6.745370226151512
Male,B.Tech,CSE,8.808765449858505
Male,B.Tech,CHD,6.244908292219213
Male,B.Tech,ECE,6.730082681941818
Male,PhD,CHD,8.826151785463994
Male,B.Tech,ECE,5.704884811097123
Male,B.Tech,CSE,7.32495696543257
Male,B.Tech,ECE,7.683548683815692
Female,MS,CND,9.097288549270257
Male,B.Tech,CHD,7.843234589390745
Male,MS,CND,8.422773490580514
Male,MS,CSE,8.06607623082446
Male,PhD,CND,7.626497865928183
Female,B.Tech,CHD,7.228145879560785
Male,MS,CHD,8.251004989385363
Female,PhD,CND,7.9638545899038204
Male,MS,CSE,8.988660105482696
Male,B.Tech,ECE,7.217839745184713
Male,B.Tech,ECE,8.371252380115536
Female,B.Tech,ECE,7.443035472863953
Female,B.Tech,ECE,8.161190324353782
Male,MS,CHD,7.838514093376646
Male,B.Tech,CND,4.935449112346911
Female,B.Tech,CSE,6.941128002533998
Female,B.Tech,ECE,7.903003083455965
Female,MS,CSE,7.716378867442013
Female,B.Tech,CSE,6.571320650171946
Male,B.Tech,ECE,7.481119730262894
Male,B.Tech,ECE,7.483615714546082
Male,B.Tech,CND,6.113488385784763
Male,B.Tech,CSE,8.205389898556925
Female,B.Tech,ECE,7.8263905382056915
Female,B.Tech,CSE,4.618050314516806
Male,B.Tech,CSE,7.736796049497087
Male,B.Tech,CSE,7.944503035922858
Female,B.Tech,CND,8.492793167643244
Male,B.Tech,CSE,7.270932084656362
Male,B.Tech,ECE,6.486172065886168
Male,B.Tech,CSE,7.092625407782302
Male,PhD,CND,8.406888513584386
Other,B.Tech,ECE,4.970593357517357
Male,B.Tech,CHD,6.465295787338177
Female,B.Tech,CSE,6.903211472884611
Male,PhD,CND,8.326704236969315
Male,B.Tech,ECE,7.056360169609321
Male,B.Tech,CSE,7.837986497632037
Male,B.Tech,CND,7.330131895372839
Female,B.Tech,ECE,7.497987262791371
Other,B.Tech,ECE,5.321290858247346
Female,B.Tech,CSE,6.125319454741703
Male,PhD,CSE,8.483444377803249
Male,PhD,ECE,7.925622723645965
Female,B.Tech,ECE,6.978395758129162
Female,MS,CSE,9.181712063980196
Female,B.Tech,CHD,9.094340987827916
Male,B.Tech,ECE,8.504800551826197
Female,MS,CSE,9.40975706156441
Male,MS,CHD,7.229609068336831
Male,MS,ECE,7.341785103223489
Female,B.Tech,CND,6.6823577938195236
Male,B.Tech,CHD,7.629505608441375
Male,PhD,CND,7.70148490957618
Male,B.Tech,CSE,6.412106180998666
Male,MS,CSE,8.748523000244992
Male,B.Tech,ECE,8.473931901546969
Male,B.Tech,CHD,6.647369137479257
Female,B.Tech,ECE,7.374612432259063
Female,B.Tech,CSE,5.71568613023523
Male,B.Tech,ECE,7.300331787678098
Male,B.Tech,ECE,5.473660445272487
Male,B.Tech,ECE,7.9072398075108685
Female,B.Tech,ECE,7.033409038770053
Female,MS,CND,7.9524143468002375
Other,B.Tech,CND,7.1261000039015885
Male,MS,CSE,6.656697187326982
Male,B.Tech,ECE,5.983942602293668
Female,B.Tech,ECE,7.4791242729664615
Female,B.Tech,ECE,5.780887051402356
Female,B.Tech,CSE,7.7492820398068885
Female,B.Tech,ECE,6.548122983630718
Male,PhD,ECE,8.411341318553077
Male,B.Tech,CHD,6.73269365589532
Female,B.Tech,CSE,8.728241022970213
Female,MS,ECE,8.124742549670284
Male,B.Tech,ECE,6.794220097618194
Male,B.Tech,CHD,7.595190960755036
Female,PhD,ECE,7.686650852215914
Other,B.Tech,CSE,6.040394826154721
Male,B.Tech,CND,6.872471253618508
Female,MS,CND,8.696648343179039
Male,PhD,CHD,8.048762803328241
Male,PhD,CND,7.738146072784289
Male,B.Tech,CSE,7.236131861258732
Male,B.Tech,CSE,5.240217173075615
Male,B.Tech,ECE,6.504330528100736
Male,MS,CSE,8.179978924457007
Female,B.Tech,ECE,7.9126293972037836
Male,B.Tech,CSE,7.720283455099746
Female,MS,CSE,7.882898427123507
Female,PhD,ECE,8.727764628663545
Female,B.Tech,CSE,6.533213503547944
Male,PhD,CND,7.680284132874356
Male,B.Tech,CSE,7.2930820899838
Female,MS,CSE,8.57099259721381
Male,B.Tech,ECE,7.690665190615297
Male,B.Tech,ECE,8.622106191905177
Female,B.Tech,CSE,7.967888151370711
Male,B.Tech,CSE,8.04889026597638
Female,B.Tech,ECE,6.998533154991291
Female,B.Tech,ECE,7.640445648102783
Male,B.Tech,CHD,8.839787419580198
Female,B.Tech,CSE,6.060433872159027
Female,B.Tech,CND,6.761714804678782
Male,B.Tech,ECE,7.320512678413654
Male,B.Tech,CND,4.401087906624409
Male,B.Tech,ECE,5.615872302388295
Male,PhD,CHD,8.973970205645562
Male,B.Tech,CSE,6.185646955459645
Male,B.Tech,ECE,7.520420609426493
Male,MS,CND,8.083043635282891
Male,B.Tech,CHD,5.814255730384527
Female,B.Tech,CSE,7.91517084360947
Male,PhD,CHD,7.325212807726233
Female,B.Tech,ECE,6.248917685686083
Male,B.Tech,CSE,6.907039977095194
Male,B.Tech,CSE,8.129572057432094
Male,PhD,ECE,9.360443813290907
Male,MS,CSE,8.235727057312447
Female,B.Tech,ECE,6.218048392397003
Male,B.Tech,CSE,7.425312927841269
Female,B.Tech,ECE,7.980443599389928
Male,B.Tech,CSE,8.634407419983859
Male,B.Tech,CSE,6.3332104928565
Female,B.Tech,CSE,6.494078438718621
Female,B.Tech,CSE,7.222031124283606
Male,MS,ECE,9.262860821349065
Male,B.Tech,CSE,8.224285778484415
Female,B.Tech,ECE,4.967171562745209
Female,B.Tech,CSE,5.867427816140237
Male,PhD,CND,7.659373583995975
Male,MS,ECE,6.9760281807920554
Female,B.Tech,ECE,6.651048800663882
Male,B.Tech,ECE,7.012479984149727
Male,B.Tech,ECE,7.9243777010723635
Female,MS,CND,7.991499059449134
Other,B.Tech,CSE,6.4791764317645635
Male,B.Tech,ECE,7.13862444879684
Female,MS,CHD,8.4752337791603
Male,MS,CND,7.834216628197325
Male,B.Tech,CHD,8.36820360281315
Female,B.Tech,ECE,7.682528668156153
Female,B.Tech,CHD,8.320844484857108
Male,MS,CHD,8.422304003151552
Male,B.Tech,ECE,7.942898009338453
Male,MS,CHD,7.215785995956382
Male,MS,ECE,8.12453846805749
Male,B.Tech,ECE,7.383407851780727
Male,B.Tech,ECE,6.841520592164247
Male,B.Tech,CSE,8.395363688349633
Male,B.Tech,CSE,5.700002668393578
Male,B.Tech,CND,6.455137917024369
Male,B.Tech,ECE,5.8374674808791305
Male,B.Tech,ECE,6.812218038510914
Female,B.Tech,ECE,7.40588490607735
Male,B.Tech,ECE,7.59687551539977
Male,B.Tech,CHD,6.757989907185685
Female,B.Tech,ECE,7.702803482397388
Male,B.Tech,CSE,8.490005001722812
Male,PhD,CHD,8.105902549801145
Male,PhD,ECE,8.7865610242638
Female,B.Tech,CSE,6.850887980854841
Female,B.Tech,CSE,6.502610589178627
Male,B.Tech,ECE,7.208556847695439
Male,B.Tech,ECE,7.083045002598035
Female,B.Tech,CSE,7.727186851536668
Male,B.Tech,ECE,7.866633608277426
Male,B.Tech,ECE,6.932289921588906
Female,B.Tech,CHD,7.017225169142082
Female,MS,CHD,9.640057871408754
Male,B.Tech,CSE,7.5370743709179955
Female,B.Tech,CSE,7.145050753421564
Male,B.Tech,CSE,7.2754267845482286
Male,PhD,ECE,8.62550113613844
Male,MS,CND,8.940266102781061
Male,B.Tech,CSE,5.9202312979106795
Male,B.Tech,CND,6.340720098828109
Male,B.Tech,CHD,6.592769269219673
Female,B.Tech,ECE,8.577166392986637
Male,MS,CSE,8.787248910384976
Other,B.Tech,CHD,6.801827310074945
Female,B.Tech,CSE,7.8007965566878354
Female,MS,ECE,8.025168756169505
Male,B.Tech,CSE,7.007958104148817
Male,MS,ECE,7.576167780286998
Male,B.Tech,CND,6.629574206861413
Male,MS,CHD,8.03674574058393
Male,MS,CSE,8.032840981436886
Female,B.Tech,CSE,4.9149861472130425
Female,MS,ECE,7.361330152660824
Male,B.Tech,CHD,5.572282232188382
Female,B.Tech,ECE,6.804500656865327
Male,B.Tech,CSE,6.74547932170046
Female,MS,ECE,7.366657216176688
Male,B.Tech,ECE,6.839383532237255
Other,B.Tech,CHD,8.163174614705168
Male,MS,CSE,8.711594484132071
Female,MS,ECE,9.216277545752074
Male,PhD,CHD,7.492279237479279
Male,B.Tech,ECE,6.485466647848863
Male,MS,CSE,7.320402434438233
Male,B.Tech,CSE,6.4382042668086354
Male,B.Tech,ECE,7.075897882750438
Male,B.Tech,CSE,7.555942964465366
Male,B.Tech,CSE,8.157593898155016
Male,PhD,CSE,8.224767320315406
Female,B.Tech,ECE,6.36857663096403
Male,PhD,CHD,7.790293326967092
Male,PhD,CSE,9.368940093145644
Male,B.Tech,CHD,6.11469540206784
Female,PhD,CSE,8.77554688902268
Male,B.Tech,CSE,7.237816757457513
Female,B.Tech,CSE,7.295918435555607
Male,B.Tech,ECE,7.810775421903627
Male,B.Tech,CSE,7.000387418777582
Female,B.Tech,CSE,6.510499139542865
Male,B.Tech,CSE,5.403259774947383
Female,B.Tech,CSE,5.825543335852314
Other,B.Tech,ECE,7.305342011404592
Male,B.Tech,ECE,9.816258243961862
Male,B.Tech,ECE,6.277445499286381
Female,B.Tech,CSE,5.351589718183957
Male,PhD,CSE,8.12505176340353
Male,B.Tech,CSE,6.6397785715098285
Female,B.Tech,ECE,7.863030355812697
Female,B.Tech,CSE,5.893723916959628
Female,B.Tech,CSE,6.212702277708521
Female,B.Tech,ECE,7.665152669430791
Male,B.Tech,CSE,6.613119402469186
Female,MS,CSE,8.113840392796646
Male,B.Tech,CSE,5.5469338639952115
Female,MS,CSE,7.817611981946699
Male,PhD,CSE,8.115655775225582
Male,B.Tech,CSE,6.248764519329332
Male,B.Tech,CSE,7.414604188159857
Female,B.Tech,ECE,7.061246248954892
Female,B.Tech,ECE,7.203779549689898
Male,B.Tech,CSE,7.151711648872529
Male,PhD,CHD,8.57082055549731
Female,B.Tech,ECE,7.033381961316533
Male,PhD,ECE,8.358154829079012
Female,B.Tech,CHD,6.674739854945178
Male,B.Tech,ECE,5.641128883838841
Male,B.Tech,CSE,6.872256123067623
Female,B.Tech,ECE,8.081959576766806
Female,B.Tech,ECE,6.667559088842323
Male,PhD,ECE,8.309246297339781
Male,B.Tech,CSE,6.848059776225703
Male,MS,CSE,8.4416887418061
Male,MS,CSE,7.374335207085757
Male,MS,ECE,7.486019679289077
Male,PhD,ECE,8.827737725987783
Male,B.Tech,ECE,7.6600165577887545
Male,PhD,CND,8.880346711375743
Female,B.Tech,ECE,6.96431585425874
Female,B.Tech,ECE,6.813098925701067
Female,B.Tech,CSE,8.463204679594519
Male,B.Tech,CND,7.734136207465566
Male,PhD,ECE,7.455483374779685
Female,B.Tech,ECE,7.275919711902294
Female,MS,CND,7.962572560902409
Female,B.Tech,ECE,7.160440995346404
Female,B.Tech,ECE,8.81104170537799
Male,B.Tech,CSE,7.545421633732824
Female,B.Tech,ECE,6.551558983832844
Male,B.Tech,CHD,7.045965362211981
Male,PhD,CHD,8.140375988008586
Female,B.Tech,CHD,6.423575584904745
Other,B.Tech,CSE,7.170832820978521
Male,B.Tech,CSE,6.996212530517177
Male,B.Tech,CSE,6.88009790797048
Female,PhD,CND,8.247702613379468
Male,MS,ECE,8.213643423155926
Female,PhD,CHD,8.309220966716639
Male,B.Tech,ECE,4.982666591551196
Male,B.Tech,CSE,5.590889053442631
Male,MS,ECE,8.428858393873973
Male,B.Tech,ECE,6.504992102943386
Female,MS,CSE,6.774578268330651
Male,B.Tech,ECE,6.580622714157405
Male,MS,CHD,8.654212881893576
Female,B.Tech,ECE,7.189723128076496
Male,B.Tech,ECE,5.78930210550855
Male,B.Tech,CND,7.54957338607366
Female,PhD,CSE,7.978200112308269
Female,B.Tech,ECE,6.818600934850341
Male,B.Tech,ECE,6.077648348137967
Female,MS,CND,7.764283937529471
Female,B.Tech,CSE,6.18264390964229
Male,B.Tech,CHD,7.63689346287595
Female,B.Tech,CSE,6.7681078294246255
Male,B.Tech,CSE,5.381671807117124
Male,B.Tech,CSE,7.761877960454931
Female,B.Tech,CSE,9.039636841949964
Female,B.Tech,ECE,8.030341464100202
Male,B.Tech,CSE,8.502752883862245
Male,PhD,CND,9.586186791294585
Male,B.Tech,CHD,7.242477170798389
Female,MS,CHD,7.504690403388588
Female,B.Tech,ECE,5.7098008699896345
Male,B.Tech,CSE,5.986671819091902
Male,B.Tech,ECE,8.037359850153377
Male,B.Tech,CND,7.059771587776855
Male,MS,CND,9.27511585980442
Male,B.Tech,ECE,6.211791829930379
Female,MS,CHD,8.201859799500136
Other,MS,CSE,8.156797900289616
Female,B.Tech,ECE,6.738493165239606
Male,MS,CSE,6.8737966571993905
Female,MS,CND,7.9329633806522395
Male,B.Tech,CSE,6.687948033268474
Female,B.Tech,CND,7.413858469817625
Female,B.Tech,CHD,7.511746044859016
Male,B.Tech,CHD,7.284273461056852
Female,PhD,CHD,8.169476430110988
Male,B.Tech,ECE,5.954396831081641
Male,B.Tech,CSE,7.493649165975585
Female,PhD,CSE,8.008473647988225
Male,B.Tech,CSE,8.210274200931607
Female,B.Tech,ECE,5.250300444748623
Male,MS,ECE,7.633773198082912
Male,B.Tech,ECE,6.416419191685106
Male,B.Tech,CND,7.703117240819197
Male,MS,CSE,7.842664837821489
Female,B.Tech,ECE,7.681420648497574
Male,B.Tech,CHD,7.478569207534392
Male,B.Tech,CND,7.869529904239889
Female,MS,CND,7.619741596586339
Female,B.Tech,CSE,6.660417057244194
Male,MS,ECE,7.365647117738165
Male,PhD,ECE,7.446373826901742
Male,B.Tech,ECE,8.89931954552259
Male,B.Tech,CSE,5.945616543595902
Female,MS,CSE,8.295729797350866
Male,B.Tech,ECE,7.345344579987883
Male,B.Tech,ECE,7.394055865473918
Female,MS,ECE,8.79372760705577
Male,MS,CHD,6.954671614076517
Female,B.Tech,ECE,5.609204094839577
Female,PhD,ECE,8.298966959243911
Female,B.Tech,ECE,8.446688337975303
Male,B.Tech,CSE,7.534682206414134
Female,B.Tech,CSE,7.309371573469538
Male,B.Tech,CSE,6.433159638067899
Female,PhD,CHD,8.566851109126167
Male,PhD,ECE,8.33176969209526
Male,B.Tech,ECE,7.865236815759525
Male,B.Tech,ECE,7.041170133336873
Female,MS,CHD,8.144740017110976
Male,B.Tech,ECE,6.419182229155911
Female,B.Tech,ECE,6.4161575067976475
Male,B.Tech,CND,5.200933256866395
Male,B.Tech,ECE,6.620961567823528
Male,B.Tech,ECE,4.894275014334001
Female,PhD,ECE,8.593927060697046
Male,B.Tech,CSE,7.420529864264319
Male,B.Tech,CSE,7.4383272260661935
Male,MS,CND,8.479866583397873
Male,B.Tech,ECE,6.2036707739900985
Male,B.Tech,CSE,6.766378991803649
Female,B.Tech,CHD,6.859601383575152
Male,B.Tech,CSE,7.2278892468764
Female,B.Tech,CSE,6.52009814713347
Male,B.Tech,ECE,5.081532582998766
Male,B.Tech,ECE,5.569275930430163
Female,B.Tech,ECE,7.3097521364620395
Female,PhD,CSE,7.938415039652126
Female,B.Tech,ECE,6.755607905551122
Male,B.Tech,CSE,8.129486777480128
Male,MS,ECE,8.039041242825242
Male,PhD,CHD,8.692857146768878
Other,B.Tech,CSE,6.889781391798385
Male,B.Tech,CSE,6.130566010327404
Female,MS,CHD,8.08313957558309
Female,B.Tech,CSE,6.877786354078087
Male,B.Tech,CSE,6.934330049132462
Male,B.Tech,CSE,8.346242694252826
Female,B.Tech,ECE,6.310043856397562
Male,B.Tech,ECE,7.427255742292063
Female,MS,CND,9.17115464182093
Female,B.Tech,ECE,6.885517122950085
Male,B.Tech,ECE,7.231150676334928
Male,B.Tech,ECE,6.802430798856478
Male,B.Tech,ECE,7.261460778714662
Female,MS,ECE,8.549112379867422
Female,B.Tech,CSE,6.9833201285658895
Female,B.Tech,ECE,8.671734822077793
Male,B.Tech,CSE,6.104943537059154
Male,B.Tech,CSE,7.756040883221251
Male,B.Tech,ECE,7.175726800693684
Male,B.Tech,ECE,9.31841384198719
Male,MS,ECE,8.690364165419846
Male,B.Tech,CSE,6.633612712446894
Male,B.Tech,CHD,5.982188198490153
Other,B.Tech,CSE,7.125630411424944
Male,B.Tech,ECE,7.7013194090710755
Male,B.Tech,CSE,8.441584587652319
Male,B.Tech,CSE,8.022042630870327
Female,B.Tech,CND,6.016416516722733
Male,B.Tech,ECE,7.558798131936765
Male,B.Tech,ECE,6.871601942929074
Female,B.Tech,CSE,7.862893021232136
Male,B.Tech,CND,6.043398380134275
Male,MS,ECE,7.449872155645339
Male,B.Tech,ECE,6.210170983428973
Male,MS,CSE,7.11448533651135
Male,PhD,CSE,9.302907359383173
Male,B.Tech,CSE,7.2953748209859555
Male,B.Tech,CND,7.4067674315445196
Female,B.Tech,CSE,6.237111641927404
Female,PhD,CSE,8.486323472105703
Female,B.Tech,CSE,6.76164204458034
Female,B.Tech,CSE,7.931072362066763
Male,B.Tech,CSE,7.553248058938348
Male,B.Tech,CSE,8.371579914769077
Male,PhD,ECE,7.905201661194566
Female,MS,CHD,8.543295872333207
Male,PhD,ECE,9.554266166258707
Male,MS,CSE,9.59402786149492
Male,B.Tech,CSE,6.58849050688595
Female,B.Tech,CHD,6.513514519190757
Male,MS,ECE,8.077249570161861
Female,B.Tech,CSE,5.661871464825145
Female,MS,CSE,7.636509127170211
Male,B.Tech,ECE,7.979004624501433
Male,B.Tech,ECE,6.289626858723542
Male,B.Tech,CSE,7.652815176442235
Female,B.Tech,CSE,7.416106997031428
Female,B.Tech,ECE,6.3624957271083495
Male,B.Tech,ECE,5.601669029898904
Male,B.Tech,CND,7.084324157383927
Female,B.Tech,CND,7.21402757040768
Male,B.Tech,CHD,6.859997756603184
Other,B.Tech,CSE,6.890645093491604
Male,B.Tech,CSE,6.1420420655120935
Female,B.Tech,ECE,6.4793079427530085
Male,MS,ECE,9.183976763292929
Male,B.Tech,CSE,7.996175684017091
Male,B.Tech,CSE,5.417919502044513
Male,B.Tech,ECE,8.687014329568347
Female,B.Tech,CHD,5.486694147592771
Male,B.Tech,ECE,6.586438256633232
Male,MS,CHD,8.503338853404887
Male,B.Tech,CSE,8.86613881567084
Male,B.Tech,ECE,6.149072586917049
Male,B.Tech,CHD,6.114188668778905
Male,B.Tech,CHD,7.0775133680735856
Male,MS,CSE,8.071057300638623
Male,B.Tech,CSE,6.286143078797727
Male,PhD,CND,8.957285985680077
Female,B.Tech,CSE,8.380750114762707
Male,B.Tech,CND,6.262011645542207
Other,B.Tech,ECE,6.258622264520344
Male,B.Tech,CSE,6.706327729489528
Female,B.Tech,CSE,6.066340153210691
Male,B.Tech,CHD,8.008666073324724
Female,MS,ECE,8.671558971517058
Male,B.Tech,CSE,6.864704528442034
Female,B.Tech,CSE,6.307895939248983
Female,B.Tech,ECE,7.608582888578341
Male,B.Tech,CND,7.179116101287548
Male,B.Tech,CSE,7.090460894948718
Female,B.Tech,CSE,5.618506828055977
Female,B.Tech,ECE,7.5502174738604735
Male,B.Tech,CSE,7.788767253667983
Male,B.Tech,ECE,6.593772223782932
Male,MS,CHD,6.9739009674311525
Male,B.Tech,ECE,6.898648177869014
Male,B.Tech,ECE,7.230282462174674
Male,B.Tech,CND,6.943849143768933
Male,MS,ECE,8.452809656096624
Female,B.Tech,CSE,5.800241562042315
Female,B.Tech,ECE,7.123500369516316
Female,MS,CND,7.912945676668543
Male,B.Tech,ECE,8.109506352023153
Female,B.Tech,CSE,5.884118384828078
Male,MS,CHD,7.403976968658453
Female,B.Tech,CHD,6.695921197521111
Female,B.Tech,CND,6.39680437976157
Male,B.Tech,CND,6.305791249485763
Male,PhD,CHD,8.400881874878001
Male,B.Tech,CSE,7.223468797324284
Female,B.Tech,CSE,6.686274325895686
Male,PhD,ECE,8.250319718074449
Female,B.Tech,ECE,6.140461686708235
Male,B.Tech,CSE,9.199606625517541
Female,B.Tech,CSE,5.91631268511194
Male,B.Tech,ECE,7.259835230369309
Female,B.Tech,CND,5.930677429792289
Female,B.Tech,ECE,8.134557592357572
Male,B.Tech,ECE,6.862806942880192
Male,B.Tech,CHD,4.0
Male,MS,ECE,9.694710725896835
Male,MS,CSE,7.4715181886189885
Male,B.Tech,CSE,6.559670511932352
Male,B.Tech,CSE,6.93161985128096
Male,B.Tech,ECE,6.631567126751321
Male,MS,CND,8.329863641461214
Male,MS,CND,8.659541666579768
Female,PhD,CND,7.6117498726903685
Male,PhD,CHD,7.542336043519958
Female,B.Tech,CHD,6.787665860975318
Male,B.Tech,CSE,6.020172712060631
Male,B.Tech,CSE,6.6422253818629
Male,B.Tech,ECE,7.987872258781371
Male,PhD,ECE,8.1916827467333
Female,B.Tech,ECE,7.391739988156535
Male,B.Tech,ECE,7.0912927492571525
Male,B.Tech,ECE,7.074740961114115
Female,B.Tech,ECE,7.291193771837944
Female,B.Tech,CSE,7.695538896995863
Male,B.Tech,ECE,7.7919796008742415
Male,B.Tech,ECE,7.191716872909779
Female,B.Tech,CND,9.15003479905218
Male,B.Tech,CSE,7.391128158847806
Female,PhD,CSE,7.757307083210525
Male,MS,CND,6.1830143897286085
Male,B.Tech,ECE,6.473425632637707
Female,B.Tech,CHD,5.516715125154558
Male,MS,CND,8.076685410842444
Male,B.Tech,CSE,7.8539891014177075
Male,PhD,CND,7.864868710630461
Male,B.Tech,CND,5.808273185503623
Male,B.Tech,CND,7.130950729255056
Male,B.Tech,CSE,5.673739565379724
Female,MS,ECE,8.469119879550927
Female,B.Tech,CSE,4.995112192279741
Male,B.Tech,CSE,6.199765850827245
Female,B.Tech,ECE,6.435488270229367
Male,MS,CSE,7.160814600846009
Female,B.Tech,CSE,7.226992977603836
Male,MS,ECE,8.219793411291725
Male,B.Tech,ECE,6.38385218213732
Female,B.Tech,CSE,8.320594349622056
Female,B.Tech,CND,6.989175699874873
Female,MS,CND,8.237518551551624
Female,B.Tech,CSE,4.926147408179145
Female,B.Tech,ECE,9.908737536370147
Male,B.Tech,CSE,6.490488109037396
Male,B.Tech,ECE,7.990788381313014
Female,MS,CSE,7.880582860197794
Male,B.Tech,ECE,6.599813226446055
Female,B.Tech,ECE,9.504098197685314
Female,B.Tech,CSE,6.901916147999803
Male,PhD,CSE,8.311913053058676
Female,B.Tech,ECE,8.034599016493019
Male,B.Tech,ECE,7.016480708772537
Male,B.Tech,ECE,5.407001043223045
Male,B.Tech,ECE,7.482263917113911
Male,MS,CND,7.90863537430491
Male,MS,CND,8.192287816368662
Female,B.Tech,CSE,7.781746421586289
Male,B.Tech,CSE,6.053387346067223
Male,B.Tech,ECE,8.244260568840762
Female,B.Tech,ECE,6.4996510198142
Male,B.Tech,ECE,7.986474288753813
Female,MS,ECE,7.191305999789322
Male,B.Tech,CSE,5.64172698884028
Male,B.Tech,ECE,6.723773588474467
Female,B.Tech,CSE,6.9406975113835205
Female,B.Tech,ECE,6.474365317292066
Male,B.Tech,CSE,6.517898225463735
Male,B.Tech,ECE,6.814739462928139
Male,MS,ECE,7.582109609010229
Male,PhD,ECE,8.665893388578295
Male,B.Tech,CND,6.0281084460351195
Male,PhD,ECE,7.984787239614087
Male,B.Tech,ECE,8.69783017796189
Male,B.Tech,ECE,7.356738303942659
Female,MS,CHD,8.25196216262742
Male,B.Tech,CSE,6.524088100412898
Female,B.Tech,ECE,6.001543443998387
Male,B.Tech,CHD,5.099089633233907
Female,B.Tech,ECE,5.876785276677415
Female,B.Tech,CSE,7.4047072258961615
Male,MS,ECE,9.301445010443278
Female,B.Tech,ECE,8.041027688522517
Male,B.Tech,CHD,8.829855391078754
Male,MS,CND,7.012179284762936
Male,B.Tech,CSE,5.8481989899505695
Male,B.Tech,ECE,7.249278746217213
Male,B.Tech,CND,7.187940040392594
Female,B.Tech,CSE,7.419347843981224
Male,B.Tech,CSE,8.007073275686354
Male,B.Tech,CHD,5.550441198872097
Male,B.Tech,CSE,7.747940766010074
Female,B.Tech,CSE,7.070048440681061
Female,B.Tech,CND,6.288197958401626
Female,MS,CHD,6.652312171069267
Male,PhD,ECE,8.405866254677946
Female,MS,CSE,7.683900658434269
Male,B.Tech,CSE,6.2120760730950515
Female,B.Tech,CSE,6.7206789365242505
Male,B.Tech,CHD,8.455133801554243
Male,PhD,CHD,7.84203592740822
Male,PhD,CSE,8.185522473108804
Female,B.Tech,CSE,6.263038131928706
Male,PhD,CSE,8.067689726123682
Female,B.Tech,CSE,6.855354206373077
Male,PhD,CND,8.897240492028956
Female,B.Tech,CND,7.624173632224005
Female,B.Tech,ECE,7.171196623151666
Male,B.Tech,ECE,7.908502143951554
Male,B.Tech,CSE,8.464486967024195
Male,B.Tech,ECE,7.7184204562873235
Male,B.Tech,CSE,8.99542612267616
Male,B.Tech,ECE,6.5832374927292125
Male,B.Tech,CSE,8.136864734325993
Male,B.Tech,CSE,4.702433472157896
Male,MS,ECE,8.387755866136006
